"","WaterElevation","Temp","Precipitation","Date"
"1",656.686666666667,48.8709677419355,0.163870967741935,Jan 1991
"2",660.355,56.5535714285714,0.0835714285714286,Feb 1991
"3",655.345,63.9516129032258,0.0341935483870968,Mar 1991
"4",663.4,72.35,0.163666666666667,Apr 1991
"5",663.45,77.6451612903226,0.170967741935484,May 1991
"6",651.57,82.75,0.076,Jun 1991
"7",651.01,84.5322580645161,0.0719354838709677,Jul 1991
"8",642.15,85.8387096774194,0.0916129032258065,Aug 1991
"9",649.81,77.8,0.0473333333333333,Sep 1991
"10",647.5,73.241935483871,0.0280645161290323,Oct 1991
"11",651.875,57.3666666666667,0.0156666666666667,Nov 1991
"12",668.35,55.5161290322581,0.450322580645161,Dec 1991
"13",683.191428571429,50.7258064516129,0.181935483870968,Jan 1992
"14",694.14,59.0862068965517,0.219655172413793,Feb 1992
"15",696.518571428571,63.3387096774194,0.19741935483871,Mar 1992
"16",695.873333333333,68.9666666666667,0.101,Apr 1992
"17",696.074285714286,73.6612903225806,0.262903225806452,May 1992
"18",700.336666666667,82.4833333333333,0.189,Jun 1992
"19",692.814285714286,84.6774193548387,0.0412903225806452,Jul 1992
"20",691.296666666667,82.1451612903226,0.0825806451612903,Aug 1992
"21",688.653333333333,81.6833333333333,0.0373333333333333,Sep 1992
"22",687.02,73.3870967741936,0.0296774193548387,Oct 1992
"23",690.268333333333,57.2333333333333,0.115666666666667,Nov 1992
"24",691.911428571429,56.241935483871,0.0696774193548387,Dec 1992
"25",691.344285714286,51.1290322580645,0.042258064516129,Jan 1993
"26",691.215,55.4821428571429,0.132857142857143,Feb 1993
"27",690.244285714286,61.4516129032258,0.0503225806451613,Mar 1993
"28",688.155,67.25,0.0603333333333333,Apr 1993
"29",691.14,73.8709677419355,0.402258064516129,May 1993
"30",688.86,81.5166666666667,0.214333333333333,Jun 1993
"31",683.585714285714,86.0483870967742,0,Jul 1993
"32",673.724285714286,87.241935483871,0.00032258064516129,Aug 1993
"33",673.803333333333,81.5,0.0173333333333333,Sep 1993
"34",674.96,70.6451612903226,0.0990322580645161,Oct 1993
"35",678.075,56.2666666666667,0.022,Nov 1993
"36",677.743333333333,55.0483870967742,0.0141935483870968,Dec 1993
"37",676.47,52.3064516129032,0.05,Jan 1994
"38",675.451666666667,56.125,0.0228571428571429,Feb 1994
"39",675.961666666667,63.8548387096774,0.163225806451613,Mar 1994
"40",673.5,69.8166666666667,0.0736666666666667,Apr 1994
"41",676.742857142857,76.0322580645161,0.226129032258065,May 1994
"42",665.613333333333,84.5,0.0553333333333333,Jun 1994
"43",656.88,87.8225806451613,0.0161290322580645,Jul 1994
"44",655.403333333333,86.0645161290323,0.0819354838709677,Aug 1994
"45",663.84,78.3833333333333,0.184,Sep 1994
"46",670.656666666667,72.6129032258064,0.314516129032258,Oct 1994
"47",674.583333333333,64.7333333333333,0.0236666666666667,Nov 1994
"48",674.226666666667,56.9193548387097,0.105806451612903,Dec 1994
"49",675.606666666667,53.4677419354839,0.00903225806451613,Jan 1995
"50",677.19,57.3571428571429,0.0425,Feb 1995
"51",672.34,61.8387096774194,0.0509677419354839,Mar 1995
"52",670.99,69.75,0.0356666666666667,Apr 1995
"53",661.656666666667,78.6290322580645,0.172903225806452,May 1995
"54",665.89,79.25,0.160333333333333,Jun 1995
"55",662.79,84.2741935483871,0.0225806451612903,Jul 1995
"56",654.44,85.5,0.0654838709677419,Aug 1995
"57",655.556666666667,80.1,0.149666666666667,Sep 1995
"58",658.456666666667,69.7741935483871,0.00741935483870968,Oct 1995
"59",662.473333333333,59.4833333333333,0.0273333333333333,Nov 1995
"60",663.656666666667,55.6290322580645,0.0206451612903226,Dec 1995
"61",662.466666666667,51.0483870967742,0,Jan 1996
"62",653.515714285714,57.8793103448276,0.0237931034482759,Feb 1996
"63",653.533333333333,57.6290322580645,0.00967741935483871,Mar 1996
"64",649.75,69.45,0.0296666666666667,Apr 1996
"65",639,81.8870967741936,0.0406451612903226,May 1996
"66",632.216666666667,84.0666666666667,0.0706666666666667,Jun 1996
"67",631.466666666667,87.3225806451613,0.042258064516129,Jul 1996
"68",632.983333333333,84.4032258064516,0.092258064516129,Aug 1996
"69",643.516666666667,78.4333333333333,0.122,Sep 1996
"70",643.9,71.0161290322581,0.0116129032258065,Oct 1996
"71",645.7,61.3,0.093,Nov 1996
"72",649.783333333333,54.4838709677419,0.0503225806451613,Dec 1996
"73",650.85,49.1129032258064,0.0141935483870968,Jan 1997
"74",651.95,53.0892857142857,0.0871428571428571,Feb 1997
"75",656.616666666667,63.241935483871,0.072258064516129,Mar 1997
"76",662.55,63.8833333333333,0.190666666666667,Apr 1997
"77",663.166666666667,73.9516129032258,0.126129032258065,May 1997
"78",668.883333333333,79.7666666666667,0.243333333333333,Jun 1997
"79",671.716666666667,85.0161290322581,0,Jul 1997
"80",663.6,86.0806451612903,0.02,Aug 1997
"81",661.75,82.1833333333333,0.062,Sep 1997
"82",666.733333333333,70.1612903225806,0.131612903225806,Oct 1997
"83",668.733333333333,57.3166666666667,0.0586666666666667,Nov 1997
"84",670.55,50.2258064516129,0.114516129032258,Dec 1997
"85",673.05,56.4193548387097,0.103548387096774,Jan 1998
"86",675.916666666667,55.2678571428571,0.120357142857143,Feb 1998
"87",679.266666666667,59.741935483871,0.0919354838709677,Mar 1998
"88",674.35,66.8,0.00166666666666667,Apr 1998
"89",655.816666666667,80.0645161290323,0.0109677419354839,May 1998
"90",645.616666666667,86.5,0.027,Jun 1998
"91",645.083333333333,88.3548387096774,0.0067741935483871,Jul 1998
"92",652.833333333333,83.7741935483871,0.250967741935484,Aug 1998
"93",662.583333333333,80.6666666666667,0.0523333333333333,Sep 1998
"94",674.166666666667,71.5161290322581,0.582903225806452,Oct 1998
"95",688.5,62.6333333333333,0.113333333333333,Nov 1998
"96",687.4,53,0.0125806451612903,Dec 1998
"97",684.966666666667,54.8064516129032,0.00129032258064516,Jan 1999
"98",679.116666666667,62.1071428571429,0.000357142857142857,Feb 1999
"99",678.066666666667,62.9354838709677,0.112258064516129,Mar 1999
"100",677.833333333333,71.4333333333333,0.0303333333333333,Apr 1999
"101",673.95,76.3548387096774,0.0896774193548387,May 1999
